user_played, instrument_name, velocity, pitch, start (s), end (s)
False,trumpet,58,69,45.91467699999999,46.27976880416666
False,trumpet,58,81,45.91467699999999,46.27976880416666
False,trumpet,80,50,45.91467699999999,46.09684180416666
True,flute,80,77,46.09760399999999,46.79196440416666
False,clarinet,80,77,46.09760399999999,46.82854980416666
False,clarinet,96,41,46.09760399999999,46.46269580416666
True,saxophone,96,53,46.09760399999999,46.46269580416666
True,saxophone,96,41,46.09760399999999,46.46269580416666
False,trumpet,80,65,46.09760399999999,46.82854980416666
False,french-horn,96,53,46.09760399999999,46.46269580416666
False,trombone,96,41,46.09760399999999,46.46269580416666
False,trombone,96,53,46.09760399999999,46.46269580416666
False,french-horn,96,53,46.09760399999999,46.46269580416666
False,tuba,96,41,46.09760399999999,46.46269580416666
False,xylophone,80,77,46.09760399999999,46.82854980416666
False,trumpet,104,50,46.09760399999999,46.27976880416666
False,trumpet,104,52,46.09760399999999,46.27976880416666
False,clarinet,49,77,46.280530999999996,46.645622804166656
True,saxophone,49,65,46.280530999999996,46.645622804166656
False,trumpet,49,65,46.280530999999996,46.645622804166656
False,trumpet,49,77,46.280530999999996,46.645622804166656
False,trumpet,80,50,46.280530999999996,46.46269580416666
False,clarinet,96,43,46.463457999999996,46.82854980416666
True,saxophone,96,55,46.463457999999996,46.82854980416666
True,saxophone,96,43,46.463457999999996,46.82854980416666
False,french-horn,96,55,46.463457999999996,46.82854980416666
False,trombone,96,43,46.463457999999996,46.82854980416666
False,trombone,96,55,46.463457999999996,46.82854980416666
False,french-horn,96,55,46.463457999999996,46.82854980416666
False,tuba,96,43,46.463457999999996,46.82854980416666
False,trumpet,80,50,46.463457999999996,46.645622804166656
False,trumpet,104,50,46.646384999999995,46.82854980416666
False,trumpet,104,52,46.646384999999995,46.82854980416666
False,clarinet,96,40,46.829311999999994,51.95050580416666
True,saxophone,96,52,46.829311999999994,51.95050580416666
True,saxophone,96,40,46.829311999999994,51.95050580416666
False,french-horn,96,52,46.829311999999994,51.95050580416666
False,trombone,96,40,46.829311999999994,51.95050580416666
False,trombone,96,52,46.829311999999994,51.95050580416666
False,french-horn,96,52,46.829311999999994,51.95050580416666
False,tuba,96,40,46.829311999999994,51.95050580416666
False,trumpet,80,50,46.829311999999994,47.01147680416666
False,violin,112,35,46.829311999999994,47.37733080416666
False,trumpet,80,50,47.012238999999994,47.19440380416666
False,trumpet,80,50,47.19516599999999,47.37733080416666
False,tuba,80,76,47.19516599999999,47.56025780416666
False,trumpet,80,50,47.37809299999999,47.56025780416666
False,violin,112,35,47.37809299999999,47.56025780416666
True,flute,80,88,47.56101999999999,48.25538040416666
False,clarinet,80,88,47.56101999999999,48.29196580416666
False,trumpet,80,76,47.56101999999999,48.29196580416666
False,xylophone,80,88,47.56101999999999,48.29196580416666
False,trumpet,104,50,47.56101999999999,47.74318480416666
False,trumpet,104,52,47.56101999999999,47.74318480416666
False,violin,112,35,47.56101999999999,47.92611180416666
False,trumpet,80,50,47.74394699999999,47.92611180416666
False,trumpet,80,50,47.92687399999999,48.10903880416666
False,tuba,80,76,47.92687399999999,48.29196580416666
False,trumpet,80,50,48.10980099999999,48.29196580416666
False,trumpet,80,50,48.29272799999999,48.47489280416666
False,trumpet,80,50,48.47565499999999,48.65781980416666
False,trumpet,80,50,48.658581999999996,48.840746804166656
False,violin,112,35,48.658581999999996,49.02367380416666
False,tuba,80,76,48.658581999999996,49.02367380416666
False,trumpet,80,50,48.841508999999995,49.02367380416666
True,flute,80,88,49.024435999999994,49.71879640416666
False,clarinet,80,88,49.024435999999994,49.75538180416666
False,trumpet,80,76,49.024435999999994,49.75538180416666
False,xylophone,80,88,49.024435999999994,49.75538180416666
False,trumpet,104,50,49.024435999999994,49.20660080416666
False,trumpet,104,52,49.024435999999994,49.20660080416666
False,violin,112,35,49.024435999999994,49.38952780416666
False,trumpet,80,50,49.207362999999994,49.38952780416666
False,clarinet,127,82,49.39028999999999,49.57245480416666
True,saxophone,127,70,49.39028999999999,49.57245480416666
False,trumpet,127,70,49.39028999999999,49.57245480416666
False,trumpet,127,82,49.39028999999999,49.57245480416666
False,trumpet,80,50,49.39028999999999,49.57245480416666
False,clarinet,108,81,49.57321699999999,49.93830880416666
True,saxophone,108,69,49.57321699999999,49.93830880416666
False,trumpet,108,69,49.57321699999999,49.93830880416666
False,trumpet,108,81,49.57321699999999,49.93830880416666
False,trumpet,104,50,49.57321699999999,49.75538180416666
False,trumpet,104,52,49.57321699999999,49.75538180416666
False,trumpet,80,50,49.75614399999999,49.93830880416666
False,violin,112,35,49.75614399999999,50.12123580416666
False,clarinet,100,77,49.93907099999999,50.12123580416666
True,saxophone,100,65,49.93907099999999,50.12123580416666
False,trumpet,100,65,49.93907099999999,50.12123580416666
False,trumpet,100,77,49.93907099999999,50.12123580416666
False,trumpet,80,50,49.93907099999999,50.12123580416666
False,clarinet,115,82,50.12199799999999,50.30416280416666
True,saxophone,115,70,50.12199799999999,50.30416280416666
False,trumpet,115,70,50.12199799999999,50.30416280416666
False,trumpet,115,82,50.12199799999999,50.30416280416666
False,trumpet,80,50,50.12199799999999,50.30416280416666
False,violin,112,35,50.12199799999999,50.48708980416666
False,tuba,80,76,50.12199799999999,50.48708980416666
False,clarinet,91,81,50.30492499999999,50.67001680416666
True,saxophone,91,69,50.30492499999999,50.67001680416666
False,trumpet,91,69,50.30492499999999,50.67001680416666
False,trumpet,91,81,50.30492499999999,50.67001680416666
False,trumpet,80,50,50.30492499999999,50.48708980416666
True,flute,80,88,50.48785199999999,51.182212404166656
False,clarinet,80,88,50.48785199999999,51.218797804166655
False,trumpet,80,76,50.48785199999999,51.218797804166655
False,xylophone,80,88,50.48785199999999,51.218797804166655
False,trumpet,104,50,50.48785199999999,50.67001680416666
False,trumpet,104,52,50.48785199999999,50.67001680416666
False,clarinet,83,77,50.67077899999999,50.85294380416666
True,saxophone,83,65,50.67077899999999,50.85294380416666
False,trumpet,83,65,50.67077899999999,50.85294380416666
False,trumpet,83,77,50.67077899999999,50.85294380416666
False,trumpet,80,50,50.67077899999999,50.85294380416666
False,clarinet,94,82,50.853705999999995,51.035870804166656
True,saxophone,94,70,50.853705999999995,51.035870804166656
False,trumpet,94,70,50.853705999999995,51.035870804166656
False,trumpet,94,82,50.853705999999995,51.035870804166656
False,trumpet,80,50,50.853705999999995,51.035870804166656
False,tuba,80,76,50.853705999999995,51.218797804166655
False,clarinet,75,81,51.036632999999995,51.40172480416666
True,saxophone,75,69,51.036632999999995,51.40172480416666
False,trumpet,75,69,51.036632999999995,51.40172480416666
False,trumpet,75,81,51.036632999999995,51.40172480416666
False,trumpet,80,50,51.036632999999995,51.218797804166655
False,trumpet,80,50,51.219559999999994,51.40172480416666
False,clarinet,66,77,51.402486999999994,51.58465180416666
True,saxophone,66,65,51.402486999999994,51.58465180416666
False,trumpet,66,65,51.402486999999994,51.58465180416666
False,trumpet,66,77,51.402486999999994,51.58465180416666
False,trumpet,80,50,51.402486999999994,51.58465180416666
False,clarinet,74,82,51.58541399999999,51.76757880416666
True,saxophone,74,70,51.58541399999999,51.76757880416666
False,trumpet,74,70,51.58541399999999,51.76757880416666
False,trumpet,74,82,51.58541399999999,51.76757880416666
False,trumpet,80,50,51.58541399999999,51.76757880416666
False,violin,112,35,51.58541399999999,51.95050580416666
False,tuba,80,76,51.58541399999999,51.95050580416666
False,clarinet,58,81,51.76834099999999,52.13343280416666
True,saxophone,58,69,51.76834099999999,52.13343280416666
False,trumpet,58,69,51.76834099999999,52.13343280416666
False,trumpet,58,81,51.76834099999999,52.13343280416666
False,trumpet,80,50,51.76834099999999,51.95050580416666
True,flute,80,76,51.95126799999999,52.64562840416666
False,clarinet,80,76,51.95126799999999,52.68221380416666
False,clarinet,96,40,51.95126799999999,52.31635980416666
True,saxophone,96,52,51.95126799999999,52.31635980416666
True,saxophone,96,40,51.95126799999999,52.31635980416666
False,trumpet,80,64,51.95126799999999,52.68221380416666
False,french-horn,96,52,51.95126799999999,52.31635980416666
False,trombone,96,40,51.95126799999999,52.31635980416666
False,trombone,96,52,51.95126799999999,52.31635980416666
False,french-horn,96,52,51.95126799999999,52.31635980416666
False,tuba,96,40,51.95126799999999,52.31635980416666
False,xylophone,80,76,51.95126799999999,52.68221380416666
False,trumpet,104,50,51.95126799999999,52.13343280416666
False,trumpet,104,52,51.95126799999999,52.13343280416666
False,clarinet,49,77,52.13419499999999,52.49928680416666
True,saxophone,49,65,52.13419499999999,52.49928680416666
False,trumpet,49,65,52.13419499999999,52.49928680416666
False,trumpet,49,77,52.13419499999999,52.49928680416666
False,trumpet,80,50,52.13419499999999,52.31635980416666
False,clarinet,96,41,52.31712199999999,52.68221380416666
True,saxophone,96,53,52.31712199999999,52.68221380416666
True,saxophone,96,41,52.31712199999999,52.68221380416666
False,french-horn,96,53,52.31712199999999,52.68221380416666
False,trombone,96,41,52.31712199999999,52.68221380416666
False,trombone,96,53,52.31712199999999,52.68221380416666
False,french-horn,96,53,52.31712199999999,52.68221380416666
False,tuba,96,41,52.31712199999999,52.68221380416666
False,trumpet,80,50,52.31712199999999,52.49928680416666
False,trumpet,104,50,52.50004899999999,52.68221380416666
False,trumpet,104,52,52.50004899999999,52.68221380416666
False,clarinet,96,38,52.68297599999999,57.804169804166655
True,saxophone,96,50,52.68297599999999,57.804169804166655
True,saxophone,96,38,52.68297599999999,57.804169804166655
False,french-horn,96,50,52.68297599999999,57.804169804166655
False,trombone,96,38,52.68297599999999,57.804169804166655
False,trombone,96,50,52.68297599999999,57.804169804166655
False,french-horn,96,50,52.68297599999999,57.804169804166655
False,tuba,96,38,52.68297599999999,57.804169804166655
False,trumpet,80,50,52.68297599999999,52.86514080416666
False,violin,112,35,52.68297599999999,53.230994804166656
False,trumpet,80,50,52.86590299999999,53.04806780416666
False,trumpet,80,50,53.048829999999995,53.230994804166656
False,tuba,80,76,53.048829999999995,53.413921804166655
False,trumpet,80,50,53.231756999999995,53.413921804166655
False,violin,112,35,53.231756999999995,53.413921804166655
True,flute,80,86,53.414683999999994,54.10904440416666
False,clarinet,80,86,53.414683999999994,54.14562980416666
False,trumpet,80,74,53.414683999999994,54.14562980416666
False,xylophone,80,86,53.414683999999994,54.14562980416666
False,trumpet,104,50,53.414683999999994,53.59684880416666
False,trumpet,104,52,53.414683999999994,53.59684880416666
False,violin,112,35,53.414683999999994,53.77977580416666
False,trumpet,80,50,53.59761099999999,53.77977580416666
False,trumpet,80,50,53.78053799999999,53.96270280416666
False,tuba,80,76,53.78053799999999,54.14562980416666
False,trumpet,80,50,53.96346499999999,54.14562980416666
False,trumpet,80,50,54.14639199999999,54.32855680416666
False,trumpet,80,50,54.32931899999999,54.51148380416666
False,trumpet,80,50,54.51224599999999,54.69441080416666
False,violin,112,35,54.51224599999999,54.87733780416666
False,tuba,80,76,54.51224599999999,54.87733780416666
False,trumpet,80,50,54.69517299999999,54.87733780416666
True,flute,80,86,54.87809999999999,55.572460404166655
False,clarinet,80,86,54.87809999999999,55.609045804166655
False,trumpet,80,74,54.87809999999999,55.609045804166655
False,xylophone,80,86,54.87809999999999,55.609045804166655
False,trumpet,104,50,54.87809999999999,55.06026480416666
False,trumpet,104,52,54.87809999999999,55.06026480416666
False,violin,112,35,54.87809999999999,55.243191804166656
False,trumpet,80,50,55.06102699999999,55.243191804166656
False,clarinet,127,82,55.24395399999999,55.426118804166656
True,saxophone,127,70,55.24395399999999,55.426118804166656
False,trumpet,127,70,55.24395399999999,55.426118804166656
False,trumpet,127,82,55.24395399999999,55.426118804166656
False,trumpet,80,50,55.24395399999999,55.426118804166656
False,clarinet,108,81,55.426880999999995,55.79197280416666
True,saxophone,108,69,55.426880999999995,55.79197280416666
False,trumpet,108,69,55.426880999999995,55.79197280416666
False,trumpet,108,81,55.426880999999995,55.79197280416666
False,trumpet,104,50,55.426880999999995,55.609045804166655
False,trumpet,104,52,55.426880999999995,55.609045804166655
False,trumpet,80,50,55.609807999999994,55.79197280416666
False,violin,112,35,55.609807999999994,55.97489980416666
False,clarinet,100,77,55.79273499999999,55.97489980416666
True,saxophone,100,65,55.79273499999999,55.97489980416666
False,trumpet,100,65,55.79273499999999,55.97489980416666
False,trumpet,100,77,55.79273499999999,55.97489980416666
False,trumpet,80,50,55.79273499999999,55.97489980416666
False,clarinet,115,82,55.97566199999999,56.15782680416666
True,saxophone,115,70,55.97566199999999,56.15782680416666
False,trumpet,115,70,55.97566199999999,56.15782680416666
False,trumpet,115,82,55.97566199999999,56.15782680416666
False,trumpet,80,50,55.97566199999999,56.15782680416666
False,violin,112,35,55.97566199999999,56.34075380416666
False,tuba,80,76,55.97566199999999,56.34075380416666
False,clarinet,91,81,56.15858899999999,56.52368080416666
True,saxophone,91,69,56.15858899999999,56.52368080416666
False,trumpet,91,69,56.15858899999999,56.52368080416666
False,trumpet,91,81,56.15858899999999,56.52368080416666
False,trumpet,80,50,56.15858899999999,56.34075380416666
True,flute,80,86,56.34151599999999,57.03587640416666
False,clarinet,80,86,56.34151599999999,57.07246180416666
False,trumpet,80,74,56.34151599999999,57.07246180416666
False,xylophone,80,86,56.34151599999999,57.07246180416666
False,trumpet,104,50,56.34151599999999,56.52368080416666
False,trumpet,104,52,56.34151599999999,56.52368080416666
False,clarinet,83,77,56.52444299999999,56.70660780416666
True,saxophone,83,65,56.52444299999999,56.70660780416666
False,trumpet,83,65,56.52444299999999,56.70660780416666
False,trumpet,83,77,56.52444299999999,56.70660780416666
False,trumpet,80,50,56.52444299999999,56.70660780416666
False,clarinet,94,82,56.70736999999999,56.88953480416666
True,saxophone,94,70,56.70736999999999,56.88953480416666
False,trumpet,94,70,56.70736999999999,56.88953480416666
False,trumpet,94,82,56.70736999999999,56.88953480416666
False,trumpet,80,50,56.70736999999999,56.88953480416666
False,tuba,80,76,56.70736999999999,57.07246180416666
False,clarinet,75,81,56.89029699999999,57.25538880416666
True,saxophone,75,69,56.89029699999999,57.25538880416666
False,trumpet,75,69,56.89029699999999,57.25538880416666
False,trumpet,75,81,56.89029699999999,57.25538880416666
False,trumpet,80,50,56.89029699999999,57.07246180416666
False,trumpet,80,50,57.07322399999999,57.25538880416666
False,clarinet,66,77,57.25615099999999,57.438315804166656
True,saxophone,66,65,57.25615099999999,57.438315804166656
False,trumpet,66,65,57.25615099999999,57.438315804166656
False,trumpet,66,77,57.25615099999999,57.438315804166656
False,trumpet,80,50,57.25615099999999,57.438315804166656
False,clarinet,74,82,57.43907799999999,57.621242804166656
True,saxophone,74,70,57.43907799999999,57.621242804166656
False,trumpet,74,70,57.43907799999999,57.621242804166656
False,trumpet,74,82,57.43907799999999,57.621242804166656
False,trumpet,80,50,57.43907799999999,57.621242804166656
False,violin,112,35,57.43907799999999,57.804169804166655
False,tuba,80,76,57.43907799999999,57.804169804166655
False,clarinet,58,81,57.622004999999994,57.987096804166654
True,saxophone,58,69,57.622004999999994,57.987096804166654
False,trumpet,58,69,57.622004999999994,57.987096804166654
False,trumpet,58,81,57.622004999999994,57.987096804166654
False,trumpet,80,50,57.622004999999994,57.804169804166655
True,flute,80,74,57.804931999999994,58.49929240416666
False,clarinet,80,74,57.804931999999994,58.53587780416666
False,clarinet,96,43,57.804931999999994,58.17002380416666
True,saxophone,96,55,57.804931999999994,58.17002380416666
True,saxophone,96,43,57.804931999999994,58.17002380416666
False,trumpet,80,62,57.804931999999994,58.53587780416666
False,french-horn,96,55,57.804931999999994,58.17002380416666
False,trombone,96,43,57.804931999999994,58.17002380416666
False,trombone,96,55,57.804931999999994,58.17002380416666
False,french-horn,96,55,57.804931999999994,58.17002380416666
False,tuba,96,43,57.804931999999994,58.17002380416666
False,xylophone,80,74,57.804931999999994,58.53587780416666
False,trumpet,104,50,57.804931999999994,57.987096804166654
False,trumpet,104,52,57.804931999999994,57.987096804166654
False,clarinet,49,77,57.98785899999999,58.35295080416666
True,saxophone,49,65,57.98785899999999,58.35295080416666
False,trumpet,49,65,57.98785899999999,58.35295080416666
False,trumpet,49,77,57.98785899999999,58.35295080416666
False,trumpet,80,50,57.98785899999999,58.17002380416666
False,clarinet,96,45,58.17078599999999,58.53587780416666
True,saxophone,96,57,58.17078599999999,58.53587780416666
True,saxophone,96,45,58.17078599999999,58.53587780416666
False,french-horn,96,57,58.17078599999999,58.53587780416666
False,trombone,96,45,58.17078599999999,58.53587780416666
False,trombone,96,57,58.17078599999999,58.53587780416666
False,french-horn,96,57,58.17078599999999,58.53587780416666
False,tuba,96,45,58.17078599999999,58.53587780416666
False,trumpet,80,50,58.17078599999999,58.35295080416666
False,trumpet,104,50,58.35371299999999,58.53587780416666
False,trumpet,104,52,58.35371299999999,58.53587780416666
False,clarinet,96,46,58.53663999999999,62.92612580416666
True,saxophone,96,58,58.53663999999999,62.92612580416666
True,saxophone,96,46,58.53663999999999,62.92612580416666
False,french-horn,96,58,58.53663999999999,62.92612580416666
False,trombone,96,58,58.53663999999999,59.999293804166655
False,trombone,96,46,58.53663999999999,62.92612580416666
False,french-horn,96,58,58.53663999999999,62.92612580416666
False,tuba,96,46,58.53663999999999,62.92612580416666
False,trumpet,80,50,58.53663999999999,58.71880480416666
False,violin,112,35,58.53663999999999,59.08465880416666
False,trumpet,80,50,58.71956699999999,58.90173180416666
False,trumpet,80,50,58.90249399999999,59.08465880416666
False,tuba,80,76,58.90249399999999,59.26758580416666
False,trumpet,80,50,59.08542099999999,59.26758580416666
False,violin,112,35,59.08542099999999,59.26758580416666
True,flute,80,82,59.26834799999999,59.962708404166655
False,clarinet,80,82,59.26834799999999,59.999293804166655
False,trumpet,80,70,59.26834799999999,59.999293804166655
False,xylophone,80,82,59.26834799999999,59.999293804166655
False,trumpet,104,50,59.26834799999999,59.45051280416666
False,trumpet,104,52,59.26834799999999,59.45051280416666
False,violin,112,35,59.26834799999999,59.633439804166656
False,trumpet,80,50,59.45127499999999,59.633439804166656
False,trumpet,80,50,59.63420199999999,59.816366804166655
False,tuba,80,76,59.63420199999999,59.999293804166655
False,trumpet,80,50,59.817128999999994,59.999293804166655
False,trombone,96,58,60.000055999999994,61.46270980416666
False,trumpet,80,50,60.000055999999994,60.182220804166654
False,trumpet,80,50,60.18298299999999,60.36514780416666
False,trumpet,80,50,60.36590999999999,60.54807480416666
False,violin,112,35,60.36590999999999,60.73100180416666
False,tuba,80,76,60.36590999999999,60.73100180416666
False,trumpet,80,50,60.54883699999999,60.73100180416666
True,flute,80,82,60.73176399999999,61.42612440416666
False,clarinet,80,82,60.73176399999999,61.46270980416666
False,trumpet,80,70,60.73176399999999,61.46270980416666
False,xylophone,80,82,60.73176399999999,61.46270980416666
False,trumpet,104,50,60.73176399999999,60.91392880416666
False,trumpet,104,52,60.73176399999999,60.91392880416666
False,violin,112,35,60.73176399999999,61.09685580416666
False,trumpet,80,50,60.91469099999999,61.09685580416666
False,clarinet,127,82,61.09761799999999,61.27978280416666
True,saxophone,127,70,61.09761799999999,61.27978280416666
False,trumpet,127,70,61.09761799999999,61.27978280416666
False,trumpet,127,82,61.09761799999999,61.27978280416666
False,trumpet,80,50,61.09761799999999,61.27978280416666
False,clarinet,108,81,61.28054499999999,61.64563680416666
True,saxophone,108,69,61.28054499999999,61.64563680416666
False,trumpet,108,69,61.28054499999999,61.64563680416666
